"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"3809","Theresa Cullen","off-key","musical",66.9,25,"musical"
"3810","Theresa Cullen","cosmopolitan","provincial",66.9,161,"cosmopolitan"
"3811","Theresa Cullen","badass","weakass",66.8,16,"badass"
"3812","Theresa Cullen","beautiful","ugly",66.7,97,"beautiful"
"3813","Theresa Cullen","conservative","liberal",66.6,15,"conservative"
"3814","Theresa Cullen","poisonous","nurturing",66.5,66,"nurturing"
"3815","Theresa Cullen","classical","avant-garde",66.5,57,"avant-garde"
"3816","Theresa Cullen","concise","long-winded",66.5,15,"concise"
"3817","Theresa Cullen","picky","always down",66.5,22,"always down"
"3818","Theresa Cullen","real","philosophical",66.4,125,"philosophical"
"3819","Theresa Cullen","stoic","hypochondriac",66.4,16,"hypochondriac"
"3820","Theresa Cullen","master","apprentice",66.3,91,"apprentice"
"3821","Theresa Cullen","ranged","melee",66.3,21,"melee"
"3822","Theresa Cullen","🙅‍♂️","🙋‍♂️",65.9,17,"🙅‍♂️"
"3823","Theresa Cullen","sturdy","flimsy",65.9,33,"flimsy"
"3824","Theresa Cullen","narcissistic","low self esteem",65.7,31,"low self esteem"
"3825","Theresa Cullen","old","young",65.6,227,"old"
"3826","Theresa Cullen","close-minded","open-minded",65.5,175,"close-minded"
"3827","Theresa Cullen","offended","chill",65.4,23,"chill"
"3828","Theresa Cullen","human","animalistic",65.3,182,"animalistic"
"3829","Theresa Cullen","patriotic","unpatriotic",65.3,18,"patriotic"
"3830","Theresa Cullen","resourceful","helpless",65.2,67,"helpless"
"3831","Theresa Cullen","ambitious","realistic",65.2,19,"ambitious"
"3832","Theresa Cullen","predictable","quirky",65.2,20,"predictable"
"3833","Theresa Cullen","🎨","🏀",65,14,"🎨"
"3834","Theresa Cullen","two-faced","one-faced",64.8,19,"one-faced"
"3835","Theresa Cullen","attractive","repulsive",64.7,205,"attractive"
"3836","Theresa Cullen","🤔","🤫",64.7,16,"🤔"
"3837","Theresa Cullen","triggered","trolling",64.7,28,"triggered"
"3838","Theresa Cullen","resistant","resigned",64.4,193,"resigned"
"3839","Theresa Cullen","specialist","generalist",64.3,85,"generalist"
"3840","Theresa Cullen","legit","scrub",64.3,23,"legit"
"3841","Theresa Cullen","rhythmic","stuttering",64.3,23,"rhythmic"
"3842","Theresa Cullen","impatient","patient",63.9,74,"impatient"
"3843","Theresa Cullen","genius","dunce",63.7,205,"dunce"
"3844","Theresa Cullen","captain","first-mate",63.7,159,"captain"
"3845","Theresa Cullen","linear","circular",63.7,33,"circular"
"3846","Theresa Cullen","antagonist","protagonist",63.7,23,"antagonist"
"3847","Theresa Cullen","clean","perverted",63.6,19,"clean"
"3848","Theresa Cullen","psychopath","empath",63.6,12,"empath"
"3849","Theresa Cullen","entitled","grateful",63.6,11,"entitled"
"3850","Theresa Cullen","gendered","androgynous",63.4,65,"androgynous"
"3851","Theresa Cullen","hypocritical","equitable",63.3,88,"equitable"
"3852","Theresa Cullen","🧐","😎",63.2,26,"🧐"
"3853","Theresa Cullen","cunning","honorable",63.1,189,"cunning"
"3854","Theresa Cullen","individualist","communal",63,93,"communal"
"3855","Theresa Cullen","stylish","slovenly",62.9,166,"slovenly"
"3856","Theresa Cullen","preppy","punk rock",62.9,31,"preppy"
"3857","Theresa Cullen","official","backdoor",62.8,179,"backdoor"
"3858","Theresa Cullen","dispassionate","romantic",62.8,23,"dispassionate"
"3859","Theresa Cullen","healthy","sickly",62.7,167,"healthy"
"3860","Theresa Cullen","debased","pure",62.5,177,"debased"
"3861","Theresa Cullen","unfaithful","devoted",62.5,18,"devoted"
"3862","Theresa Cullen","sober","indulgent",62.4,179,"indulgent"
"3863","Theresa Cullen","demonic","angelic",62.3,180,"angelic"
"3864","Theresa Cullen","repetitive","varied",62.3,68,"repetitive"
"3865","Theresa Cullen","focused on the future","focused on the present",62.1,142,"focused on the future"
"3866","Theresa Cullen","high standards","desperate",62.1,15,"desperate"
"3867","Theresa Cullen","proper","scandalous",62,158,"proper"
"3868","Theresa Cullen","unfixable","fixable",62,21,"fixable"
"3869","Theresa Cullen","trash","treasure",61.9,29,"trash"
"3870","Theresa Cullen","cynical","gullible",61.9,14,"cynical"
"3871","Theresa Cullen","believable","poorly-written",61.8,26,"believable"
"3872","Theresa Cullen","🐩","🐒",61.7,16,"🐒"
"3873","Theresa Cullen","resolute","wavering",61.6,15,"resolute"
"3874","Theresa Cullen","Swedish","Italian",61,28,"Italian"
"3875","Theresa Cullen","bad boy","white knight",61,20,"bad boy"
"3876","Theresa Cullen","uncreative","open to new experinces",60.9,199,"open to new experinces"
"3877","Theresa Cullen","efficient","overprepared",60.9,26,"efficient"
"3878","Theresa Cullen","deep","epic",60.9,17,"deep"
"3879","Theresa Cullen","fire","water",60.8,14,"fire"
"3880","Theresa Cullen","soulless","soulful",60.7,76,"soulful"
"3881","Theresa Cullen","modern","historical",60.2,115,"historical"
"3882","Theresa Cullen","radical","centrist",60.2,13,"centrist"
"3883","Theresa Cullen","objective","subjective",60.1,63,"objective"
"3884","Theresa Cullen","prudish","flirtatious",59.9,28,"flirtatious"
"3885","Theresa Cullen","reasonable","deranged",59.8,13,"deranged"
"3886","Theresa Cullen","knowledgeable","ignorant",59.8,30,"ignorant"
"3887","Theresa Cullen","fearmongering","reassuring",59.8,18,"fearmongering"
"3888","Theresa Cullen","tactful","indiscreet",59.7,22,"indiscreet"
"3889","Theresa Cullen","exhibitionist","bashful",59.7,13,"bashful"
"3890","Theresa Cullen","introspective","not introspective",59.6,26,"introspective"
"3891","Theresa Cullen","conspiracist","sheeple",59.5,122,"conspiracist"
"3892","Theresa Cullen","forward-thinking","stuck-in-the-past",59.5,17,"forward-thinking"
"3893","Theresa Cullen","lost","enlightened",59.4,30,"enlightened"
"3894","Theresa Cullen","prideful","envious",59.3,35,"envious"
"3895","Theresa Cullen","washed","muddy",59.3,21,"muddy"
"3896","Theresa Cullen","alert","oblivious",59.1,17,"alert"
"3897","Theresa Cullen","📉","📈",59,14,"📈"
"3898","Theresa Cullen","obsessed","aloof",58.7,149,"aloof"
"3899","Theresa Cullen","reclusive","social",58.7,23,"reclusive"
"3900","Theresa Cullen","hunter","gatherer",58.7,20,"gatherer"
"3901","Theresa Cullen","cruel","kind",58.6,170,"cruel"
"3902","Theresa Cullen","quiet","loud",58.4,183,"loud"
"3903","Theresa Cullen","anxious","calm",58.4,197,"anxious"
"3904","Theresa Cullen","spicy","mild",58.4,163,"mild"
"3905","Theresa Cullen","English","German",58.2,29,"English"
"3906","Theresa Cullen","celebrity","boy/girl-next-door",58,14,"boy/girl-next-door"
"3907","Theresa Cullen","👨‍⚕️","👨‍🔧",57.7,22,"👨‍⚕️"
"3908","Theresa Cullen","extravagant","thrifty",57.7,14,"extravagant"
"3909","Theresa Cullen","uninspiring","charismatic",57.5,218,"charismatic"
"3910","Theresa Cullen","nihilist","existentialist",57.5,74,"existentialist"
"3911","Theresa Cullen","earth","air",57.5,12,"air"
"3912","Theresa Cullen","careful","brave",57.4,166,"brave"
"3913","Theresa Cullen","🚴","🏋️‍♂️",57.4,15,"🏋️‍♂️"
"3914","Theresa Cullen","charming","awkward",57.3,194,"awkward"
"3915","Theresa Cullen","lustful","chaste",57.3,165,"chaste"
"3916","Theresa Cullen","urban","rural",57.3,20,"rural"
"3917","Theresa Cullen","regular","zany",57.3,14,"regular"
"3918","Theresa Cullen","🧗","🛌",57.3,21,"🧗"
"3919","Theresa Cullen","villainous","heroic",57.2,163,"heroic"
"3920","Theresa Cullen","pro","noob",57.1,14,"noob"
"3921","Theresa Cullen","interrupting","attentive",57,11,"attentive"
"3922","Theresa Cullen","feminine","masculine",56.7,206,"feminine"
"3923","Theresa Cullen","frenzied","sleepy",56.7,32,"frenzied"
"3924","Theresa Cullen","vain","demure",56.6,166,"demure"
"3925","Theresa Cullen","mundane","extraordinary",56.4,171,"extraordinary"
"3926","Theresa Cullen","🐘","🐀",56.4,24,"🐀"
"3927","Theresa Cullen","involved","remote",56.3,158,"involved"
"3928","Theresa Cullen","everyman","chosen one",56.2,15,"chosen one"
"3929","Theresa Cullen","charming","trusting",56.1,168,"charming"
"3930","Theresa Cullen","scholarly","crafty",56.1,156,"crafty"
"3931","Theresa Cullen","Pepsi","Coke",56.1,10,"Coke"
"3932","Theresa Cullen","mainstream","arcane",55.9,157,"arcane"
"3933","Theresa Cullen","hoarder","unprepared",55.9,143,"hoarder"
"3934","Theresa Cullen","fast","slow",55.7,162,"fast"
"3935","Theresa Cullen","sarcastic","genuine",55.6,151,"genuine"
"3936","Theresa Cullen","tattle-tale","f***-the-police",55.6,26,"f***-the-police"
"3937","Theresa Cullen","genocidal","not genocidal",55.6,23,"genocidal"
"3938","Theresa Cullen","devout","heathen",55.5,162,"devout"
"3939","Theresa Cullen","😊","🤣",55.5,19,"🤣"
"3940","Theresa Cullen","stinky","fresh",55.5,21,"fresh"
"3941","Theresa Cullen","🧕","💃",55.4,29,"💃"
"3942","Theresa Cullen","bad-cook","good-cook",55.4,18,"bad-cook"
"3943","Theresa Cullen","stable","moody",55.3,192,"moody"
"3944","Theresa Cullen","insider","outsider",55.3,130,"insider"
"3945","Theresa Cullen","🦒","🐐",55.2,22,"🐐"
"3946","Theresa Cullen","obedient","rebellious",55.1,166,"obedient"
"3947","Theresa Cullen","tame","wild",55.1,149,"tame"
"3948","Theresa Cullen","disarming","creepy",55.1,79,"creepy"
"3949","Theresa Cullen","street-smart","sheltered",55,144,"sheltered"
"3950","Theresa Cullen","introvert","extrovert",54.9,162,"extrovert"
"3951","Theresa Cullen","tailor","blacksmith",54.9,21,"blacksmith"
"3952","Theresa Cullen","claustrophobic","spelunker",54.7,24,"claustrophobic"
"3953","Theresa Cullen","traitorous","loyal",54.6,189,"loyal"
"3954","Theresa Cullen","night owl","morning lark",54.4,97,"morning lark"
"3955","Theresa Cullen","whippersnapper","sage",54.3,23,"sage"
"3956","Theresa Cullen","enslaved","emancipated",54.2,162,"emancipated"
"3957","Theresa Cullen","experimental","reliable",54.1,27,"experimental"
"3958","Theresa Cullen","jealous","compersive",54,153,"compersive"
"3959","Theresa Cullen","still","twitchy",54,12,"still"
"3960","Theresa Cullen","queen","princess",54,13,"princess"
"3961","Theresa Cullen","orange","purple",53.9,124,"orange"
"3962","Theresa Cullen","rough","smooth",53.9,174,"rough"
"3963","Theresa Cullen","normie","freak",53.7,17,"freak"
"3964","Theresa Cullen","frugal","lavish",53.4,170,"frugal"
"3965","Theresa Cullen","depressed","bright",53.3,166,"bright"
"3966","Theresa Cullen","thick","thin",53.3,122,"thick"
"3967","Theresa Cullen","asexual","sexual",53.3,17,"asexual"
"3968","Theresa Cullen","straightforward","cryptic",53.2,191,"cryptic"
"3969","Theresa Cullen","oxymoron","tautology",53.2,14,"oxymoron"
"3970","Theresa Cullen","sane","crazy",53.1,17,"crazy"
"3971","Theresa Cullen","🦇","🐿",53.1,23,"🐿"
"3972","Theresa Cullen","bored","interested",53.1,14,"bored"
"3973","Theresa Cullen","wooden","plastic",53.1,8,"plastic"
"3974","Theresa Cullen","cringeworthy","inspiring",52.9,78,"cringeworthy"
"3975","Theresa Cullen","hedonist","monastic",52.9,16,"hedonist"
"3976","Theresa Cullen","🤖","👻",52.9,23,"👻"
"3977","Theresa Cullen","👟","🥾",52.8,16,"👟"
"3978","Theresa Cullen","cool","dorky",52.6,16,"cool"
"3979","Theresa Cullen","Roman","Greek",52.6,20,"Greek"
"3980","Theresa Cullen","geriatric","vibrant",52.6,20,"geriatric"
"3981","Theresa Cullen","indie","pop",52.6,25,"indie"
"3982","Theresa Cullen","Russian","French",52.5,28,"French"
"3983","Theresa Cullen","wise","foolish",52.3,193,"foolish"
"3984","Theresa Cullen","vanilla","kinky",52.3,178,"kinky"
"3985","Theresa Cullen","deviant","average",52.3,130,"average"
"3986","Theresa Cullen","reactive","proactive",52.3,19,"proactive"
"3987","Theresa Cullen","curious","apathetic",52.2,179,"apathetic"
"3988","Theresa Cullen","politically correct","edgy",52.2,166,"edgy"
"3989","Theresa Cullen","transient","permanent",52.2,64,"permanent"
"3990","Theresa Cullen","tall","short",52.1,184,"short"
"3991","Theresa Cullen","self-improving","self-destructive",52.1,31,"self-destructive"
"3992","Theresa Cullen","pain-avoidant","masochistic",52.1,32,"masochistic"
"3993","Theresa Cullen","rude","respectful",52,193,"respectful"
"3994","Theresa Cullen","moderate","extreme",51.9,146,"extreme"
"3995","Theresa Cullen","profound","ironic",51.8,25,"ironic"
"3996","Theresa Cullen","deep","shallow",51.7,42,"deep"
"3997","Theresa Cullen","naive","paranoid",51.6,18,"naive"
"3998","Theresa Cullen","mysterious","unambiguous",51.4,193,"mysterious"
"3999","Theresa Cullen","'left-brained'","'right-brained'",51.3,125,"'left-brained'"
"4000","Theresa Cullen","🐮","🐷",51.2,12,"🐮"
"4001","Theresa Cullen","cannibal","vegan",51.2,22,"cannibal"
"4002","Theresa Cullen","shy","playful",51.1,180,"playful"
"4003","Theresa Cullen","slow-talking","fast-talking",51.1,20,"fast-talking"
"4004","Theresa Cullen","irrelevant","important",51,23,"important"
"4005","Theresa Cullen","🤡","👽",50.9,16,"👽"
"4006","Theresa Cullen","doer","thinker",50.2,12,"doer"
"4007","Theresa Cullen","metrosexual","macho",50.3,19,"macho"
"4008","Theresa Cullen","well behaved","mischievous",50.4,175,"mischievous"
"4009","Theresa Cullen","flower child","goth",50.6,25,"flower child"
"4010","Theresa Cullen","interesting","tiresome",50.5,190,"interesting"
"4011","Charlotte Hale","driven","unambitious",94.3,214,"driven"
"4012","Charlotte Hale","persistent","quitter",93.2,19,"persistent"
"4013","Charlotte Hale","bossy","meek",92,249,"bossy"
"4014","Charlotte Hale","work-first","family-first",91.4,219,"family-first"
"4015","Charlotte Hale","overachiever","underachiever",91,29,"overachiever"
"4016","Charlotte Hale","rich","poor",90.8,249,"poor"
"4017","Charlotte Hale","competitive","cooperative",90.6,236,"competitive"
"4018","Charlotte Hale","bold","shy",90.5,258,"bold"
"4019","Charlotte Hale","motivated","unmotivated",90.5,28,"motivated"
"4020","Charlotte Hale","valedictorian","drop out",90.1,29,"drop out"
"4021","Charlotte Hale","stylish","slovenly",89.7,236,"slovenly"
"4022","Charlotte Hale","manicured","scruffy",89.7,220,"manicured"
"4023","Charlotte Hale","dominant","submissive",89.5,231,"dominant"
"4024","Charlotte Hale","city-slicker","country-bumpkin",89.5,29,"city-slicker"
"4025","Charlotte Hale","assertive","passive",89.3,242,"assertive"
"4026","Charlotte Hale","alpha","beta",89.3,232,"alpha"
"4027","Charlotte Hale","high-tech","low-tech",89.1,225,"high-tech"
"4028","Charlotte Hale","demanding","unchallenging",88.9,19,"demanding"
"4029","Charlotte Hale","narcissistic","low self esteem",88.8,34,"low self esteem"
"4030","Charlotte Hale","diligent","lazy",88.5,226,"diligent"
"4031","Charlotte Hale","ambitious","realistic",88.2,17,"ambitious"
"4032","Charlotte Hale","coordinated","clumsy",88.1,245,"clumsy"
"4033","Charlotte Hale","high IQ","low IQ",87.8,291,"high IQ"
"4034","Charlotte Hale","😈","😇",87.8,20,"😇"
"4035","Charlotte Hale","self-disciplined","disorganized",87.6,248,"disorganized"
"4036","Charlotte Hale","studious","goof-off",87.5,15,"goof-off"
"4037","Charlotte Hale","cocky","timid",87.5,28,"cocky"
"4038","Charlotte Hale","workaholic","slacker",87.4,104,"slacker"
"4039","Charlotte Hale","stubborn","accommodating",87.2,25,"accommodating"
"4040","Charlotte Hale","machiavellian","transparent",87.2,29,"machiavellian"
"4041","Charlotte Hale","active","slothful",87.1,242,"active"
"4042","Charlotte Hale","modern","historical",87.1,152,"historical"
"4043","Charlotte Hale","technophile","luddite",87.1,218,"luddite"
"4044","Charlotte Hale","badass","weakass",87,31,"badass"
"4045","Charlotte Hale","ferocious","pacifist",86.9,237,"ferocious"
"4046","Charlotte Hale","authoritarian","democratic",86.7,260,"authoritarian"
"4047","Charlotte Hale","urban","rural",86.6,30,"rural"
"4048","Charlotte Hale","cynical","gullible",86.5,24,"cynical"
"4049","Charlotte Hale","opinionated","neutral",86.4,15,"neutral"
"4050","Charlotte Hale","independent","codependent",86.4,264,"codependent"
"4051","Charlotte Hale","confident","insecure",86.3,273,"confident"
"4052","Charlotte Hale","decisive","hesitant",86.2,215,"decisive"
"4053","Charlotte Hale","jaded","innocent",86.2,33,"innocent"
"4054","Charlotte Hale","go-getter","slugabed",86.1,26,"go-getter"
"4055","Charlotte Hale","guarded","open",85.9,234,"guarded"
"4056","Charlotte Hale","presidential","folksy",85.9,32,"folksy"
"4057","Charlotte Hale","arrogant","humble",85.9,227,"arrogant"
"4058","Charlotte Hale","fighter","lover",85.5,26,"fighter"
"4059","Charlotte Hale","vengeful","forgiving",85.2,242,"forgiving"
"4060","Charlotte Hale","cosmopolitan","provincial",85.2,242,"cosmopolitan"
"4061","Charlotte Hale","intense","lighthearted",85.2,48,"intense"
"4062","Charlotte Hale","secretive","open-book",85,43,"open-book"
"4063","Charlotte Hale","worldly","innocent",84.9,252,"innocent"
"4064","Charlotte Hale","cunning","honorable",84.9,273,"cunning"
"4065","Charlotte Hale","ivory-tower","blue-collar",84.7,223,"blue-collar"
"4066","Charlotte Hale","hard","soft",84.5,240,"hard"
"4067","Charlotte Hale","distant","touchy-feely",84.5,24,"distant"
"4068","Charlotte Hale","skeptical","spiritual",84.4,231,"skeptical"
"4069","Charlotte Hale","hard","soft",84.4,93,"hard"
"4070","Charlotte Hale","beautiful","ugly",84.4,105,"beautiful"
"4071","Charlotte Hale","resourceful","helpless",84.4,103,"helpless"
"4072","Charlotte Hale","sturdy","flimsy",84.4,37,"flimsy"
"4073","Charlotte Hale","fire","water",84.4,32,"fire"
"4074","Charlotte Hale","eloquent","unpolished",84.3,266,"eloquent"
"4075","Charlotte Hale","money-focused","love-focused",84.3,39,"love-focused"
"4076","Charlotte Hale","suspicious","trusting",84.2,252,"suspicious"
"4077","Charlotte Hale","suspicious","awkward",84.2,238,"awkward"
"4078","Charlotte Hale","pretentious","unassuming",84.2,23,"pretentious"
"4079","Charlotte Hale","individualist","communal",84.1,95,"communal"
"4080","Charlotte Hale","spicy","mild",83.8,272,"mild"
"4081","Charlotte Hale","competent","incompetent",83.6,250,"competent"
